# simulated random data filefor batch processing
# timestamp: 2018-04-18 14:06:02
# WGB
# ------------------

"varX","varY"
0.509775790618733,0.947886684676632
0.874386265175417,0.532876720884815
0.556487050838768,0.939099960029125
0.549937607487664,0.527213675202802
0.46808185428381,0.127629112219438
0.905878420220688,0.803554970072582
0.0220049605704844,0.445320238592103
0.673666627844796,NA
0.73021548637189,0.279323865659535
0.443707363447174,0.54683490190655
0.136052436660975,0.907574394484982
0.424485782394186,0.157105701277032
NA,0.195770259248093
0.663089951034635,0.45259435637854
0.863607712788507,0.475278267869726
0.830350558273494,0.932764603290707
0.864444465842098,0.328065461479127
0.872745521133766,0.952176144812256
0.163174912333488,0.0435974304564297
0.961344372713938,0.387677382444963
NA,0.47631655447185
0.194710625568405,0.998312353854999
0.919554200954735,0.73769274330698
0.523461710428819,0.73800463648513
NA,NA
0.514975904952735,0.737581571098417
0.917502806056291,0.776755666127428
0.0498649750370532,0.400986695894971
0.708253350108862,0.58499636570923
0.105925442418084,0.353023211238906
0.100381109630689,0.36826629913412
0.462639752076939,0.61810750910081
0.951749720377848,0.108547667739913
0.0992007674649358,0.735411951784045
0.824540228815749,NA
0.189068466657773,0.438974491553381
0.120943038724363,0.585049468325451
NA,NA
0.680769686819986,NA
0.085595291107893,0.788830332225189
0.876289034727961,0.987087898654863
0.34830018831417,0.64693506876938
0.723551637493074,0.410751203075051
0.259250043425709,0.0359334237873554
0.93464201153256,0.129097623750567
0.141432982170954,0.455981528852135
0.724934036144987,0.335781935835257
NA,0.790682913269848
0.932172961067408,0.658352983882651
0.426723643438891,0.784148366190493
0.965676944470033,0.29723686282523
0.341269589960575,0.784926468040794
0.572443990735337,0.578203136799857
0.315075719961897,0.453532968414947
0.829845860367641,0.00496069621294737
0.22503995639272,0.892073954688385
0.99947835598141,0.41833328967914
0.180533763021231,0.709132318617776
0.327358125010505,0.190867846598849
0.30933304107748,0.973871493479237
0.424751838902012,0.0747994049452245
0.286931143840775,0.239207717357203
0.247073644306511,0.993150625610724
0.0564750330522656,0.683784436900169
0.164143435889855,0.525567689212039
