# simulated random data filefor batch processing
# timestamp: 2018-04-18 14:06:04
# WGB
# ------------------

"varX","varY"
0.167690251488239,0.254824058385566
0.533963398076594,0.781130995834246
0.292307717027143,0.185563331935555
0.855351086007431,0.826183147961274
0.73642816208303,0.441560929408297
0.150451614754274,0.245362871093675
0.342744593974203,0.942701605847105
0.816834506113082,0.19305759947747
0.39587506535463,0.230167005211115
0.624683825531974,0.922157946042717
0.335985744837672,0.0596139703411609
0.936823380179703,0.352541723521426
0.359951218124479,0.893857995746657
0.727511768927798,0.155532651813701
0.548822401789948,0.660935017978773
0.407078457064927,0.038979284465313
0.952194295125082,0.487649267073721
0.00800886261276901,0.270070265512913
0.0483261188492179,0.342195859411731
0.732557765208185,NA
0.941360049182549,0.932228458113968
0.951506291283295,0.766585969831795
0.908859401475638,0.841275391867384
0.746333351358771,0.386797845130786
0.663608935195953,0.0795117609668523
0.937155734281987,0.0784120543394238
0.785671159392223,0.0962488818913698
0.0968898425344378,0.198487854097039
0.0426677232608199,0.544009759323671
0.708966504083946,0.20226051658392
0.0728361906949431,0.0334079174790531
0.287256085313857,0.0675701105501503
0.245393183315173,NA
0.189540409483016,0.0726683200336993
0.488603024976328,0.601231074659154
NA,0.958453375613317
0.190577598521486,0.033262230688706
0.828008160926402,0.544959355145693
0.380217070691288,0.859971482539549
0.803382618352771,0.717018293216825
0.33569984161295,0.766057580010965
0.0616937230806798,0.677347784629092
0.442991009214893,0.351404622429982
0.888909866567701,0.0872359639033675
0.481635076692328,0.154335601488128
0.387331638019532,0.808626181213185
0.239657909143716,0.226174057228491
0.950454552657902,0.219510884489864
NA,0.975190216209739
0.698718856321648,0.628362071933225
0.494117025053129,0.0731528513133526
0.937094968510792,0.728580391500145
0.239769297884777,0.882344187935814
0.910141927888617,0.203939243452623
0.631707149092108,0.0254902860615402
0.180774468695745,0.595092482864857
0.567446166882291,0.0726180674973875
NA,0.77305127796717
0.168763891793787,0.573400814319029
0.90238274470903,0.158167625544593
0.984521992504597,NA
0.703919396735728,0.571779897203669
0.51559095364064,0.256698870798573
0.396522869588807,0.557051643962041
0.985553883947432,0.93447576649487
0.836514381458983,0.211062096757814
0.316746242810041,0.843731650849804
0.994453030638397,0.119748275727034
0.285393124213442,0.819721129490063
0.677947474876419,0.709274301538244
0.391899219015613,0.618331276578829
0.841812086757272,0.0769747877493501
0.930166490608826,0.556034793611616
0.503977351356298,0.0393013907596469
0.97111971792765,0.881943263113499
0.866668053669855,0.794647861504927
0.603391248732805,0.0376671520061791
0.257434357423335,0.75918907369487
0.630156725877896,0.225496758241206
