# simulated random data filefor batch processing
# timestamp: 2018-04-18 14:06:02
# WGB
# ------------------

"varX","varY"
0.846523610176519,0.258350308518857
0.0832996198441833,0.546976255252957
0.0428384484257549,0.0449684041086584
0.010791260516271,0.508607120485976
0.772109061712399,0.621618130244315
0.544673861702904,0.827255774987862
0.0959366005845368,0.416016021743417
0.324813374318182,0.0804828950203955
NA,0.433795528952032
0.494592757429928,0.802377107553184
0.0252996692433953,0.27053530770354
0.308301908429712,0.218022648710757
NA,NA
0.283494782401249,0.17080427496694
0.0325220404192805,0.17156918765977
0.856497501488775,0.124014381086454
0.479331716895103,0.649954430991784
0.824227627133951,0.149357660673559
0.982885558856651,0.900730389868841
0.230800691060722,0.86163299321197
0.125483837909997,0.891448681475595
0.145330750849098,0.0849388397764415
0.428070265799761,0.213469804730266
0.562415768625215,0.514351540012285
0.289938488276675,0.228518491378054
0.778954175766557,0.136972381034866
0.29252148908563,NA
0.839400940109044,0.703529888065532
0.198841681005433,0.518451563548297
0.0504581795539707,0.863477489678189
0.694835755974054,0.969951215665787
0.997232819441706,0.939029797445983
0.967482122592628,0.603540827985853
0.267723428551108,0.119416645728052
0.522837352007627,0.765340047422796
0.766726122470573,0.31017150497064
0.775935109704733,0.572072588605806
0.325648449128494,0.958464416209608
0.928487133234739,0.156646276824176
0.974568029399961,0.71381828840822
0.736662223702297,0.090569558320567
0.733434924855828,0.75399185041897
0.286183854565024,0.544995882082731
0.133103936910629,0.918598364340141
0.333037533564493,0.688765664352104
0.240112408995628,NA
0.971995963016525,0.734603483928367
0.698263891274109,0.524329934967682
0.811461330857128,0.891236097784713
0.83935396745801,0.0288669154979289
0.0445255883969367,0.281106271781027
0.0706291226670146,0.994500565808266
0.569032374070957,0.560542296152562
0.94912267383188,0.851453880080953
0.0936848102137446,0.178937528515235
0.266047260956839,0.420211321441457
0.734026257414371,0.530384791782126
0.72428297623992,0.665618127211928
0.618415240664035,0.81694336142391
0.162478115176782,0.230696731247008
0.570228164549917,0.401222090469673
0.616731978021562,0.933292482048273
0.647380757378414,0.000437668757513165
0.538941007805988,0.156108213122934
0.481713646091521,0.699833164457232
0.708293520146981,0.739850184181705
0.842460503801703,0.952008371707052
NA,0.464436134789139
0.782291843555868,0.0836472301743925
0.75747556402348,0.00701829371973872
0.416134579805657,0.903184665367007
0.457185779465362,0.236786963650957
0.75246640574187,0.79491686122492
0.879711090121418,0.294053241377696
0.211984447902068,0.328267887467518
0.59471133700572,0.810865768929943
0.169631619239226,0.397421384230256
0.695269429590553,0.643867399776354
0.953948847949505,0.124392518773675
0.352304107509553,0.952255981974304
0.00987832807004452,0.812563300132751
0.546683478169143,0.35009292466566
0.246185179566965,0.648781100753695
