# simulated random data filefor batch processing
# timestamp: 2018-04-18 14:06:03
# WGB
# ------------------

"varX","varY"
0.441158110974357,0.180829036515206
0.0148775780107826,0.402025930350646
NA,0.0205704988911748
0.447725162142888,0.149527225177735
0.855269683059305,0.652399458689615
0.646237483480945,0.737540313741192
0.262535353424028,0.389370688004419
0.968670336063951,0.798467869404703
0.625205294694752,NA
0.464517639251426,0.67858333629556
0.719279281329364,0.946969048352912
0.00398010550998151,0.0698663657531142
0.514172089286149,0.273734830087051
0.569585078628734,0.984633785905316
0.833224663510919,0.957733489107341
0.186010804725811,0.979983193334192
0.65710662654601,NA
0.600023893406615,0.795469816308469
0.689210167853162,0.497727062785998
NA,0.462130706058815
0.492320200195536,0.544404190964997
0.870682840934023,0.214930034708232
0.215973765356466,0.353879149071872
0.897012975998223,0.430587857263163
0.138252806849778,0.640207576798275
0.142932851566002,0.570437510963529
0.619719994720072,0.276035975199193
0.0187608569394797,0.466140194796026
0.65255568199791,0.731313952011988
0.732605184428394,0.847611438250169
0.565097257727757,NA
0.0276673119515181,0.268397497246042
0.524598787073046,0.131204037228599
0.974230193998665,NA
NA,0.206508495146409
0.113651580642909,0.147417292464525
0.836491068359464,0.980653253849596
0.46628801105544,0.216866066912189
NA,NA
0.79187301476486,0.414999861968681
0.77440899447538,0.0709826201200485
0.450670066289604,0.641413263510913
0.470266470918432,0.808585750404745
0.986658802023157,0.638111361535266
NA,0.866579695604742
0.452530949842185,NA
0.757175576174632,0.400419712299481
0.438459102297202,0.782193518709391
0.592294293222949,0.247220951598138
NA,0.992582832230255
0.632317957933992,0.333857828518376
0.0302986160386354,0.699094921350479
NA,0.614380114711821
0.00477166078053415,0.0528306248597801
0.903795273741707,0.57027754210867
0.918305640574545,0.172740193316713
0.904618646716699,0.285679887281731
0.484619829570875,NA
