# simulated random data filefor batch processing
# timestamp: 2018-04-18 14:06:03
# WGB
# ------------------

"varX","varY"
0.362417618045583,0.0160304002929479
0.327838534722105,0.397631485247985
NA,0.362015127204359
0.133887159638107,0.616628058021888
0.968220240669325,0.0311773251742125
0.238048347877339,0.840059582609683
0.057448219275102,0.13560830312781
0.807789953891188,0.0994303568731993
0.962290205992758,NA
0.56274670152925,0.70456803473644
0.924768223427236,0.567003697389737
NA,0.547982764430344
0.332359908847138,0.786954299779609
NA,NA
0.473146132193506,0.85102301556617
0.494984676828608,0.853685739682987
0.947750174906105,NA
0.911359657067806,NA
0.324651281582192,0.326725546037778
0.810122857335955,0.204460657900199
0.269892802461982,0.136318020289764
NA,0.749903232324868
0.563037997344509,0.355849095154554
0.258912098826841,0.337042334023863
0.0562092640902847,0.708639586810023
0.908313541673124,0.35495348717086
0.473635472124442,0.891348480479792
0.94708478404209,NA
0.0472836778499186,0.449792814673856
0.208661103388295,0.143087620381266
NA,0.871074036462232
