# simulated random data filefor batch processing
# timestamp: 2018-04-18 14:06:02
# WGB
# ------------------

"varX","varY"
0.228509216336533,0.914222127757967
0.86897416645661,0.251911744009703
0.843326217029244,0.280594497220591
NA,0.908355931052938
0.856846028473228,0.973704311763868
0.696622802643105,0.717052020132542
0.193141591502354,0.4091968589928
0.405399521579966,0.806465332629159
0.830821631709114,NA
0.275662022409961,0.506037961691618
0.61995134013705,0.919930247589946
0.403428075369447,0.479200682602823
0.376511695096269,0.344046966172755
0.184621430234984,0.230798375792801
NA,0.18851764802821
0.397370681166649,NA
0.837787302443758,0.829985957127064
0.289206311572343,NA
0.838782945415005,0.512099293060601
NA,0.290978437755257
0.697752689942718,0.177178942831233
0.11177576542832,0.641448949463665
NA,0.1720882342197
0.533834857633337,0.452858394943178
0.605064013041556,NA
0.239297996507958,0.653784001711756
0.891177159268409,0.359582153148949
0.31189787411131,0.951760133495554
0.830339513951913,0.166402807924896
0.583929842570797,0.310136262560263
0.25934648886323,0.454731216654181
0.517756996210665,0.913033917080611
0.557219194015488,0.674712011124939
0.247092819772661,0.216630930546671
0.0291448680218309,0.357989298878238
0.453332644887269,0.283646469237283
NA,NA
0.856816430110484,0.0358900679275393
