# simulated random data filefor batch processing
# timestamp: 2018-04-18 14:06:02
# WGB
# ------------------

"varX","varY"
0.581206816248596,NA
0.202573374379426,NA
0.413140313699841,0.966044434579089
0.918006796855479,0.52738338871859
NA,0.334043359849602
0.873859014594927,0.337402638746426
0.284845519810915,0.091511633945629
0.335159455891699,0.194032744271681
0.387988056289032,0.426526911091059
0.538793916581199,0.0182651062496006
0.51800160552375,0.124569448875263
0.637686382746324,0.435851368587464
0.36409279354848,NA
0.60189097491093,0.649739382090047
NA,0.228348848875612
0.21654441091232,0.367717863526195
NA,0.0398087908979505
